activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,5112266,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '9.53', 'le': '0.18', 'lle': '-2.63', 'sei': '5.56'}",CHEMBL1630112,,CHEMBL1630112,5.68,False,http://www.openphacts.org/units/Nanomolar,1312819,=,1,True,=,,IC50,nM,,2100.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,2.1
,5112267,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '9.44', 'le': '0.18', 'lle': '-2.52', 'sei': '4.96'}",CHEMBL1630113,,CHEMBL1630113,5.72,False,http://www.openphacts.org/units/Nanomolar,1312820,=,1,True,=,,IC50,nM,,1900.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,1.9
,5112268,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '9.85', 'le': '0.18', 'lle': '-2.58', 'sei': '5.94'}",CHEMBL1630114,,CHEMBL1630114,6.07,False,http://www.openphacts.org/units/Nanomolar,1312821,=,1,True,=,,IC50,nM,,850.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.85
,5112269,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '9.61', 'le': '0.18', 'lle': '-2.73', 'sei': '5.80'}",CHEMBL1630115,,CHEMBL1630115,5.92,False,http://www.openphacts.org/units/Nanomolar,1312822,=,1,True,=,,IC50,nM,,1200.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,1.2
,5112270,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '9.47', 'le': '0.18', 'lle': '-2.72', 'sei': '5.73'}",CHEMBL1630116,,CHEMBL1630116,5.85,False,http://www.openphacts.org/units/Nanomolar,1312823,=,1,True,=,,IC50,nM,,1400.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,1.4
,5112271,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '12.55', 'le': '0.24', 'lle': '0.22', 'sei': '5.79'}",CHEMBL1630117,,CHEMBL1630117,6.34,False,http://www.openphacts.org/units/Nanomolar,1312824,=,1,True,=,,IC50,nM,,460.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.46
,5112272,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '12.86', 'le': '0.25', 'lle': '0.11', 'sei': '6.95'}",CHEMBL1630118,,CHEMBL1630118,6.70,False,http://www.openphacts.org/units/Nanomolar,1312825,=,1,True,=,,IC50,nM,,200.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.2
,5112273,[],CHEMBL1640699,Inhibition of CDK2 by flash plate based radioactive enzyme assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,CHEMBL1629443,J. Med. Chem.,2010,"{'bei': '8.53', 'le': '0.17', 'lle': '-1.18', 'sei': '4.66'}",CHEMBL554,LAPATINIB,CHEMBL554,4.96,False,http://www.openphacts.org/units/Nanomolar,1312826,=,1,True,=,,IC50,nM,,11000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,11.0
,5143838,[],CHEMBL1656198,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,,,CHEMBL1649074,J. Med. Chem.,2011,,CHEMBL1650533,,CHEMBL1232515,,False,http://www.openphacts.org/units/Nanomolar,1323214,>,1,True,>,,IC50,nM,,100.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,nM,UO_0000065,,100.0
,5143855,[],CHEMBL1656198,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,,,CHEMBL1649074,J. Med. Chem.,2011,,CHEMBL1650545,,CHEMBL1739675,,False,http://www.openphacts.org/units/Nanomolar,1323226,>,1,True,>,,IC50,nM,,100.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,nM,UO_0000065,,100.0
,5143872,[],CHEMBL1656198,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,,,CHEMBL1649074,J. Med. Chem.,2011,,CHEMBL1650551,,CHEMBL1739675,,False,http://www.openphacts.org/units/Nanomolar,1323232,>,1,True,>,,IC50,nM,,100.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,nM,UO_0000065,,100.0
,5152475,[],CHEMBL1656387,Inhibition of CDK2A by Caliper mobility shift assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,,,CHEMBL1649097,ACS Med. Chem. Lett.,2011,,CHEMBL2012519,,CHEMBL2012519,,False,http://www.openphacts.org/units/Nanomolar,1324895,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,5152500,[],CHEMBL1656387,Inhibition of CDK2A by Caliper mobility shift assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C\C[C@H](C)OC2=O,,,CHEMBL1649097,ACS Med. Chem. Lett.,2011,,CHEMBL1651521,,CHEMBL1651521,,False,http://www.openphacts.org/units/Nanomolar,1324896,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,5293778,[],CHEMBL1696300,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,,,CHEMBL1687694,ACS Med. Chem. Lett.,2010,"{'bei': '28.96', 'le': '0.53', 'lle': '5.37', 'sei': '6.15'}",CHEMBL1688215,,CHEMBL1688215,6.55,False,http://www.openphacts.org/units/Nanomolar,1336848,=,1,True,=,,IC50,nM,,280.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.28
,6153358,[],CHEMBL1763546,Inhibition of CDK2 in presence of 60 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F,,,CHEMBL1759882,Bioorg. Med. Chem. Lett.,2011,"{'bei': '24.18', 'le': '0.47', 'lle': '4.37', 'sei': '9.40'}",CHEMBL1761791,,CHEMBL1761791,7.60,False,http://www.openphacts.org/units/Nanomolar,1414032,=,1,True,=,,IC50,nM,,25.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,nM,UO_0000065,,25.0
,6157880,[],CHEMBL1764780,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,,,CHEMBL1759866,Bioorg. Med. Chem. Lett.,2011,"{'bei': '15.24', 'le': '0.28', 'lle': '1.61', 'sei': '6.80'}",CHEMBL1760035,,CHEMBL1760035,6.15,False,http://www.openphacts.org/units/Nanomolar,1411971,=,1,True,=,,IC50,nM,,711.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.711
,6157881,[],CHEMBL1764780,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc2ncc(Nc3ccnc(Nc4ccc(OCCCN5CCCCC5)cc4)n3)cc2c1,,,CHEMBL1759866,Bioorg. Med. Chem. Lett.,2011,"{'bei': '10.36', 'le': '0.19', 'lle': '-1.06', 'sei': '6.26'}",CHEMBL1760057,,CHEMBL1760057,4.71,False,http://www.openphacts.org/units/Nanomolar,1411993,=,1,True,=,,IC50,nM,,19500.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,19.5
,6231472,[],CHEMBL1787306,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccco1)N1N=C(c2cccnc2)CC1c1ccccc1O,,,CHEMBL1781905,Bioorg. Med. Chem. Lett.,2010,,CHEMBL1779593,,CHEMBL1779593,,False,http://www.openphacts.org/units/Nanomolar,1426605,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,6262751,[],CHEMBL1798620,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,,,CHEMBL1795201,Bioorg. Med. Chem. Lett.,2011,,CHEMBL1738710,,CHEMBL1738710,,False,http://www.openphacts.org/units/Nanomolar,1435523,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,6268158,[],CHEMBL1805341,Inhibition of Cdk2,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,,,CHEMBL1799927,Bioorg. Med. Chem. Lett.,2010,"{'bei': '16.43', 'le': '0.34', 'lle': '2.29', 'sei': '6.74'}",CHEMBL1270795,,CHEMBL1270795,5.64,False,http://www.openphacts.org/units/Nanomolar,1440209,=,1,True,=,,IC50,nM,,2273.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,nM,UO_0000065,,2273.0
,6282054,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(NC2CCCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '21.06', 'le': '0.40', 'lle': '6.49', 'sei': '6.12'}",CHEMBL1800464,,CHEMBL1800464,7.82,False,http://www.openphacts.org/units/Nanomolar,1439395,=,1,True,=,,IC50,nM,,15.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.015
,6282058,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '26.63', 'le': '0.50', 'lle': '7.71', 'sei': '6.63'}",CHEMBL1800449,,CHEMBL1800449,7.68,False,http://www.openphacts.org/units/Nanomolar,1439380,=,1,True,=,,IC50,nM,,21.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.021
,6282062,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '24.40', 'le': '0.46', 'lle': '7.10', 'sei': '6.37'}",CHEMBL1800450,,CHEMBL1800450,7.38,False,http://www.openphacts.org/units/Nanomolar,1439381,=,1,True,=,,IC50,nM,,42.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.042
,6282063,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '20.70', 'le': '0.39', 'lle': '5.75', 'sei': '6.37'}",CHEMBL1800455,,CHEMBL1800455,7.38,False,http://www.openphacts.org/units/Nanomolar,1439386,=,1,True,=,,IC50,nM,,42.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.042
,6282065,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '23.08', 'le': '0.43', 'lle': '6.76', 'sei': '6.31'}",CHEMBL1800451,,CHEMBL1800451,7.30,False,http://www.openphacts.org/units/Nanomolar,1439382,=,1,True,=,,IC50,nM,,50.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.05
,6282066,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCCC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '19.66', 'le': '0.37', 'lle': '5.26', 'sei': '6.29'}",CHEMBL1800456,,CHEMBL1800456,7.28,False,http://www.openphacts.org/units/Nanomolar,1439387,=,1,True,=,,IC50,nM,,52.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.052
,6282067,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(NC2CCCCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '18.74', 'le': '0.35', 'lle': '5.50', 'sei': '5.65'}",CHEMBL1800465,,CHEMBL1800465,7.22,False,http://www.openphacts.org/units/Nanomolar,1439396,=,1,True,=,,IC50,nM,,60.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.06
,6282068,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '21.69', 'le': '0.41', 'lle': '6.07', 'sei': '6.19'}",CHEMBL1800452,,CHEMBL1800452,7.17,False,http://www.openphacts.org/units/Nanomolar,1439383,=,1,True,=,,IC50,nM,,68.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.068
,6282069,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCCCC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '18.33', 'le': '0.34', 'lle': '4.64', 'sei': '6.09'}",CHEMBL1800457,,CHEMBL1800457,7.05,False,http://www.openphacts.org/units/Nanomolar,1439388,=,1,True,=,,IC50,nM,,90.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.09
,6282071,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCNCC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '18.04', 'le': '0.34', 'lle': '6.26', 'sei': '5.24'}",CHEMBL1800459,,CHEMBL1800459,6.70,False,http://www.openphacts.org/units/Nanomolar,1439390,=,1,True,=,,IC50,nM,,200.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.2
,6282073,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '19.92', 'le': '0.38', 'lle': '6.56', 'sei': '5.55'}",CHEMBL1800460,,CHEMBL1800460,6.60,False,http://www.openphacts.org/units/Nanomolar,1439391,=,1,True,=,,IC50,nM,,250.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.25
,6282076,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cc(-c3cc(N4C[C@H](O)[C@@H](O)C4)ccc3O)nc(N)n2)CC1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '16.88', 'le': '0.32', 'lle': '6.80', 'sei': '5.34'}",CHEMBL1800462,,CHEMBL1800462,6.52,False,http://www.openphacts.org/units/Nanomolar,1439393,=,1,True,=,,IC50,nM,,300.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.3
,6282079,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCNC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '17.35', 'le': '0.33', 'lle': '6.00', 'sei': '5.04'}",CHEMBL1800458,,CHEMBL1800458,6.44,False,http://www.openphacts.org/units/Nanomolar,1439389,=,1,True,=,,IC50,nM,,360.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.36
,6282083,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '17.04', 'le': '0.32', 'lle': '4.25', 'sei': '5.48'}",CHEMBL1800453,,CHEMBL1800453,6.35,False,http://www.openphacts.org/units/Nanomolar,1439384,=,1,True,=,,IC50,nM,,450.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.45
,6282084,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(NCCN2CCOCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '15.24', 'le': '0.29', 'lle': '6.63', 'sei': '4.53'}",CHEMBL1800463,,CHEMBL1800463,6.35,False,http://www.openphacts.org/units/Nanomolar,1439394,=,1,True,=,,IC50,nM,,450.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.45
,6282090,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3CCOCC3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '22.41', 'le': '0.42', 'lle': '4.83', 'sei': '7.22'}",CHEMBL1800218,,CHEMBL1800218,6.10,False,http://www.openphacts.org/units/Nanomolar,1439026,=,1,True,=,,IC50,nM,,790.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.79
,6282097,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(N2CCOCC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '16.14', 'le': '0.30', 'lle': '6.22', 'sei': '4.70'}",CHEMBL1800461,,CHEMBL1800461,6.03,False,http://www.openphacts.org/units/Nanomolar,1439392,=,1,True,=,,IC50,nM,,940.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.94
,6282109,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3CCC(O)C3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '20.84', 'le': '0.39', 'lle': '4.68', 'sei': '5.94'}",CHEMBL1800448,,CHEMBL1800448,5.68,False,http://www.openphacts.org/units/Nanomolar,1439379,=,1,True,=,,IC50,nM,,2110.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,2.11
,6282115,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3CCC(O)CC3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '18.95', 'le': '0.35', 'lle': '4.03', 'sei': '5.68'}",CHEMBL1800447,,CHEMBL1800447,5.42,False,http://www.openphacts.org/units/Nanomolar,1439378,=,1,True,=,,IC50,nM,,3760.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,3.76
,6282116,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3CCS(=O)(=O)CC3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,"{'bei': '16.86', 'le': '0.34', 'lle': '4.73', 'sei': '4.94'}",CHEMBL1800219,,CHEMBL1800219,5.40,False,http://www.openphacts.org/units/Nanomolar,1439027,=,1,True,=,,IC50,nM,,3980.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,3.98
,6282133,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3CCCCC3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,,CHEMBL1800216,,CHEMBL1800216,,False,http://www.openphacts.org/units/Nanomolar,1439024,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,6282134,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1CCN(c2ccc(O)c(-c3ccnc(N)n3)c2)CC1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,,CHEMBL1800217,,CHEMBL1800217,,False,http://www.openphacts.org/units/Nanomolar,1439025,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,6282135,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc(N3CCC(=O)CC3)ccc2O)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,,CHEMBL1800446,,CHEMBL1800446,,False,http://www.openphacts.org/units/Nanomolar,1439377,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,6282136,[],CHEMBL1804256,Inhibition of CDK2 in presence of 100 uM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CC2)n1,,,CHEMBL1799991,Bioorg. Med. Chem. Lett.,2011,,CHEMBL1800454,,CHEMBL1800454,,False,http://www.openphacts.org/units/Nanomolar,1439385,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
